,node_1,node_2,k_degree_1,k_degree_2,eccentricity_1,eccentricity_2,triangles_1,triangles_2,clique_num_1,clique_num_2,coreness_1,coreness_2,betweenness_centrality_1,betweenness_centrality_2,closeness_centrality_1,closeness_centrality_2,harmonic_centrality_1,harmonic_centrality_2,eigenvector_centrality_1,eigenvector_centrality_2,decay_centrality_1,decay_centrality_2,pagerank_1,pagerank_2,katz_centrality_1,katz_centrality_2,local_clustering_coeff_1,local_clustering_coeff_2,global_clustering_coeff_1,global_clustering_coeff_2,shannon_diversity_1,shannon_diversity_2,neighborhood_density_1,neighborhood_density_2,rwr_1,rwr_2,lrw_1,lrw_2,are_connected,common_triangles,common_neighbors,cosine_similarity,pearson_similarity,euclidean_distance,manhattan_distance,hamming_distance,rand_index,jaccard_index,sorenson_dice,hub_promoted,hub_depressed,lhn,res_alloc,adamic_adar,pref_attach,overlap_coeff,nbd_overlap,edge_conn,avg_commute_time,cosine_l,l_plus,mfi,label
10,0,11,16,1,1.0,1.0,18,0,5,2,4,1,88.41666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.5,0.22490473695898955,0.49999999999999994,0.4602474611759638,0.7071067811865475,0.15,0.0,0.36231884057971014,0.0,1.0,1.0,0.25,1.0,0.33530406225859927,0.5405405405405406,0.22490473695898955,0.49999999999999994,1,0,2,0.22645540682891913,0.01739722501598053,6.082762530298219,15,0.8333333333333334,0.119287051806644,0.11764705882352941,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,16,0.0,0.13333333333333333,1,0.01282051282051283,0.20980749757360465,0.06597098841522832,0.04880301882512977,1
11,0,12,16,2,1.0,1.0,18,1,5,3,4,2,88.41666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.22490473695898955,0.3333333333333333,0.4602474611759638,0.5773502691896258,0.15,1.0,0.36231884057971014,1.0,1.0,1.0,0.25,1.0,0.33530406225859927,0.40350877192982465,0.22490473695898955,0.3333333333333333,1,1,3,0.5547001962252291,0.41811290572887844,5.477225575051661,14,0.7777777777777778,0.1690885072655218,0.17647058823529413,0.3,0.5,0.0625,0.03125,0.16666666666666666,0.5581106265512472,32,0.5,0.2,2,0.022791024506581575,0.2135207329189566,0.049629129294387134,0.046747033079189336,1
12,0,13,16,4,1.0,2.0,18,6,5,5,4,4,88.41666666666666,0.0,1.0,0.8333333333333334,1.0,0.9,1.0,0.9511361038801447,8.0,2.0,0.22490473695898955,0.17661043812974073,0.4602474611759638,0.42177491913497095,0.15,1.0,0.36231884057971014,0.8823529411764706,1.0,1.0,0.25,0.7333333333333333,0.33530406225859927,0.28648892800078435,0.22490473695898955,0.17661043812974073,1,3,5,0.45760431532242946,0.1391778001278442,5.5677643628300215,13,0.7222222222222222,0.27197595792637114,0.2777777777777778,0.4347826086956522,0.6,0.1875,0.0375,0.37777777777777777,1.4475247217679177,80,0.6,0.3125,4,0.0459877477811559,0.1333177240656778,0.019409372905424133,0.03836891848791951,1
13,0,14,16,2,1.0,1.0,18,1,5,3,4,2,88.41666666666666,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999994,8.0,1.0,0.22490473695898955,0.3333333333333333,0.4602474611759638,0.5773502691896258,0.15,1.0,0.36231884057971014,1.0,1.0,1.0,0.25,1.0,0.33530406225859927,0.40350877192982465,0.22490473695898955,0.3333333333333333,0,0,0,0.2773500981126146,0.022005942406783094,6.0,18,1.0,-0.05548216644649934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,3,0.017306635596466523,-0.22346613876429747,-0.05088605693845062,0.010817324113471591,0
14,0,15,16,2,1.0,1.0,18,1,5,3,4,2,88.41666666666666,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999997,8.0,1.0,0.22490473695898955,0.3333333333333333,0.4602474611759638,0.5773502691896258,0.15,1.0,0.36231884057971014,1.0,1.0,1.0,0.25,1.0,0.33530406225859927,0.40350877192982465,0.22490473695898955,0.3333333333333333,0,0,0,0.2773500981126146,0.022005942406783094,6.0,18,1.0,-0.05548216644649934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,3,0.017306635596466502,-0.22346613876429752,-0.05088605693845067,0.010817324113471595,0
15,0,16,16,2,1.0,1.0,18,1,5,3,4,2,88.41666666666666,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,8.0,1.0,0.22490473695898955,0.3333333333333333,0.4602474611759638,0.5773502691896258,0.15,1.0,0.36231884057971014,1.0,1.0,1.0,0.25,1.0,0.33530406225859927,0.40350877192982465,0.22490473695898955,0.3333333333333333,0,0,2,0.6445033866354896,0.6068836586096518,5.0990195135927845,14,0.7777777777777778,0.14751358127872963,0.1111111111111111,0.19999999999999998,1.0,0.125,0.0625,0.5,1.4426950408889634,32,0.125,0.125,3,0.015384615384615365,0.14817290863626686,0.041461184493659715,0.028920307451928782,0
16,0,17,16,2,1.0,1.0,18,1,5,3,4,2,88.41666666666666,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,8.0,1.0,0.22490473695898955,0.3333333333333333,0.4602474611759638,0.5773502691896258,0.15,1.0,0.36231884057971014,1.0,1.0,1.0,0.25,1.0,0.33530406225859927,0.40350877192982465,0.22490473695898955,0.3333333333333333,1,1,3,0.4622501635210243,0.28607725128817996,5.656854249492381,14,0.7777777777777778,0.1690885072655218,0.17647058823529413,0.3,0.5,0.0625,0.03125,0.1111111111111111,0.45511961331341866,32,0.5,0.2,2,0.0233837403684117,0.20519658047448802,0.046852791748545786,0.046047427310449196,1
17,0,18,16,2,1.0,1.0,18,1,5,3,4,2,88.41666666666666,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999997,8.0,1.0,0.22490473695898955,0.3333333333333333,0.4602474611759638,0.5773502691896258,0.15,1.0,0.36231884057971014,1.0,1.0,1.0,0.25,1.0,0.33530406225859927,0.40350877192982465,0.22490473695898955,0.3333333333333333,0,0,0,0.2773500981126146,0.022005942406783094,6.0,18,1.0,-0.05548216644649934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,3,0.01730663559646651,-0.22346613876429755,-0.05088605693845067,0.010817324113471593,0
18,0,19,16,2,1.0,2.0,18,1,5,3,4,2,88.41666666666666,0.0,1.0,0.75,1.0,0.8333333333333333,1.0,0.8546376797184615,8.0,1.0,0.22490473695898955,0.24592781858831045,0.4602474611759638,0.501233889859248,0.15,1.0,0.36231884057971014,0.6,1.0,1.0,0.25,0.6666666666666666,0.33530406225859927,0.34359293314730455,0.22490473695898955,0.24592781858831045,1,1,3,0.40032038451271784,0.14466172566973656,5.744562646538029,15,0.8333333333333334,0.06700115785411039,0.16666666666666666,0.2857142857142857,0.3333333333333333,0.0625,0.020833333333333332,0.1111111111111111,0.45511961331341866,48,0.3333333333333333,0.1875,2,0.03195877373210162,0.10939207000360815,0.019858178937401355,0.03876300214568312,1
19,0,20,16,2,1.0,1.0,18,1,5,3,4,2,88.41666666666666,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,8.0,1.0,0.22490473695898955,0.3333333333333333,0.4602474611759638,0.5773502691896258,0.15,1.0,0.36231884057971014,1.0,1.0,1.0,0.25,1.0,0.33530406225859927,0.40350877192982465,0.22490473695898955,0.3333333333333333,0,0,0,0.2773500981126146,0.022005942406783094,6.0,18,1.0,-0.05548216644649934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,3,0.017306635596466502,-0.22346613876429752,-0.05088605693845067,0.010817324113471603,0
20,0,21,16,2,1.0,1.0,18,1,5,3,4,2,88.41666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.22490473695898955,0.3333333333333333,0.4602474611759638,0.5773502691896258,0.15,1.0,0.36231884057971014,1.0,1.0,1.0,0.25,1.0,0.33530406225859927,0.40350877192982465,0.22490473695898955,0.3333333333333333,1,1,3,0.4622501635210243,0.28607725128817996,5.656854249492381,14,0.7777777777777778,0.1690885072655218,0.17647058823529413,0.3,0.5,0.0625,0.03125,0.1111111111111111,0.45511961331341866,32,0.5,0.2,2,0.023383740368411697,0.20519658047448786,0.04685279174854575,0.0460474273104492,1
21,0,22,16,2,1.0,1.0,18,1,5,3,4,2,88.41666666666666,0.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,8.0,1.0,0.22490473695898955,0.3333333333333333,0.4602474611759638,0.5773502691896258,0.15,1.0,0.36231884057971014,1.0,1.0,1.0,0.25,1.0,0.33530406225859927,0.40350877192982465,0.22490473695898955,0.3333333333333333,0,0,0,0.2773500981126146,0.022005942406783094,6.0,18,1.0,-0.05548216644649934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,3,0.01730663559646651,-0.2234661387642975,-0.05088605693845065,0.01081732411347159,0
22,0,23,16,5,1.0,1.0,18,4,5,4,4,3,88.41666666666666,5.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,2.5,0.22490473695898955,0.2728956222252333,0.4602474611759638,0.47346773425857314,0.15,0.4,0.36231884057971014,0.6521739130434783,1.0,1.0,0.25,0.6,0.33530406225859927,0.36611413219635724,0.22490473695898955,0.2728956222252333,0,0,0,0.6227523687795276,0.4545527917817088,5.0,15,0.8333333333333334,0.06906758756783424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,0.0,0.0,9,0.027944507744078143,-0.30045976733977475,-0.047987098824445795,0.0117285541423015,0
23,0,24,16,3,1.0,1.0,18,1,5,3,4,2,88.41666666666666,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.5,0.22490473695898955,0.3667358671351006,0.4602474611759638,0.542243933012952,0.15,0.3333333333333333,0.36231884057971014,0.6,1.0,1.0,0.25,0.6666666666666666,0.33530406225859927,0.4407537527946343,0.22490473695898955,0.3667358671351006,0,0,1,0.7190924955066749,0.6669210308860007,4.795831523312719,13,0.7222222222222222,0.2295616113744076,0.05,0.09523809523809523,0.3333333333333333,0.0625,0.020833333333333332,0.16666666666666666,0.5581106265512472,48,0.0625,0.05555555555555555,4,0.019558050474441566,-0.21571684849662365,-0.045619835530421295,0.013027752537865549,0
24,0,25,16,1,1.0,2.0,18,0,5,3,4,1,88.41666666666666,0.0,1.0,0.6,1.0,0.6666666666666666,1.0,0.46081112718911066,8.0,0.5,0.22490473695898955,0.1414084956882785,0.4602474611759638,0.4511105102120538,0.15,0.0,0.36231884057971014,0.6,1.0,1.0,0.25,0.6666666666666666,0.33530406225859927,0.2561481954647078,0.22490473695898955,0.1414084956882785,0,0,1,0.6537204504606134,0.5745781189171699,5.0,13,0.7222222222222222,0.27488151658767773,0.05,0.09523809523809523,0.3333333333333333,0.0625,0.020833333333333332,0.16666666666666666,0.5581106265512472,48,0.0625,0.05555555555555555,4,0.019549402928403143,-0.22835667766845968,-0.0480563172237661,0.012405764402764719,0
25,0,26,16,2,1.0,1.0,18,1,5,3,4,2,88.41666666666666,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.22490473695898955,0.3333333333333333,0.4602474611759638,0.5773502691896258,0.15,1.0,0.36231884057971014,1.0,1.0,1.0,0.25,1.0,0.33530406225859927,0.40350877192982465,0.22490473695898955,0.3333333333333333,0,0,0,0.5547001962252291,0.4181129057288785,5.477225575051661,16,0.8888888888888888,0.07926023778071334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,0.0,0.0,3,0.015805088959379394,-0.2411367310964923,-0.05770435118063224,0.009194939981402878,0
26,0,27,16,1,1.0,2.0,18,0,5,3,4,1,88.41666666666666,0.0,1.0,0.5714285714285714,1.0,0.625,1.0,0.4268172554835461,8.0,0.5,0.22490473695898955,0.11205424409844297,0.4602474611759638,0.4035408176500898,0.15,0.0,0.36231884057971014,0.375,1.0,1.0,0.25,0.5,0.33530406225859927,0.2334630838774485,0.22490473695898955,0.11205424409844297,0,0,1,0.6445033866354896,0.46995797198980105,5.0990195135927845,14,0.7777777777777778,0.1367080444945994,0.047619047619047616,0.0909090909090909,0.25,0.0625,0.015625,0.1,0.43429448190325176,64,0.0625,0.05263157894736842,5,0.026835589171557903,-0.22388359405093428,-0.038241172051066516,0.014838494817805624,0
27,0,28,16,1,1.0,2.0,18,0,5,3,4,1,88.41666666666666,0.0,1.0,0.6,1.0,0.6666666666666666,1.0,0.46081112718911094,8.0,0.5,0.22490473695898955,0.1414084956882785,0.4602474611759638,0.4511105102120538,0.15,0.0,0.36231884057971014,0.6,1.0,1.0,0.25,0.6666666666666666,0.33530406225859927,0.2561481954647078,0.22490473695898955,0.1414084956882785,0,0,2,0.48038446141526137,0.263021319399521,5.5677643628300215,15,0.8333333333333334,0.06700115785411039,0.10526315789473684,0.1904761904761905,0.6666666666666666,0.125,0.041666666666666664,0.26666666666666666,0.9924051084544989,48,0.125,0.11764705882352941,4,0.025001447169310558,-0.14407535726328882,-0.02683600215331601,0.018575729584938253,0
28,0,29,16,3,1.0,2.0,18,3,5,4,4,3,88.41666666666666,0.0,1.0,0.8,1.0,0.875,1.0,0.8608058531117035,8.0,1.5,0.22490473695898955,0.18740943487361136,0.4602474611759638,0.44062436633194485,0.15,1.0,0.36231884057971014,0.7894736842105263,1.0,1.0,0.25,0.8,0.33530406225859927,0.29294485903727574,0.22490473695898955,0.18740943487361136,0,0,0,0.5728918992315463,0.36009766684932804,5.291502622129181,16,0.8888888888888888,0.06271159116556504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64,0.0,0.0,8,0.024025876098070845,-0.2903688606861156,-0.05186589097049482,0.010675093292823802,0
29,0,30,16,1,1.0,2.0,18,0,5,4,4,1,88.41666666666666,0.0,1.0,0.5714285714285714,1.0,0.625,1.0,0.32403039922326915,8.0,0.5,0.22490473695898955,0.09036187746327481,0.4602474611759638,0.36550099559258736,0.15,0.0,0.36231884057971014,0.8,1.0,1.0,0.25,0.7,0.33530406225859927,0.2173056252239341,0.22490473695898955,0.09036187746327481,0,0,2,0.42966892442365967,0.14037705656838212,5.656854249492381,16,0.8888888888888888,-0.01128486216346929,0.1,0.18181818181818182,0.5,0.125,0.03125,0.3111111111111111,1.0764545478730305,64,0.125,0.1111111111111111,7,0.03118720799777867,-0.12068789755951059,-0.019599573536295288,0.020707370706109247,0
30,0,31,16,1,1.0,2.0,18,0,5,3,4,1,88.41666666666666,0.0,1.0,0.5454545454545454,1.0,0.5833333333333333,1.0,0.32569009686255523,8.0,0.5,0.22490473695898955,0.06633646345585595,0.4602474611759638,0.3195874519313687,0.15,0.0,0.36231884057971014,0.4090909090909091,1.0,1.0,0.25,0.4285714285714286,0.33530406225859927,0.1989776151719696,0.22490473695898955,0.06633646345585595,1,0,2,0.5329387100211931,0.35092220069839003,5.291502622129181,14,0.7777777777777778,0.018746916625555006,0.09090909090909091,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,96,0.0,0.1,1,0.03673530630019198,-0.14897614444493543,-0.021150252610549054,0.024866750930891825,0
31,0,32,16,2,1.0,2.0,18,1,5,4,4,2,88.41666666666666,0.0,1.0,0.5454545454545454,1.0,0.5833333333333333,1.0,0.28344001531877433,8.0,1.0,0.22490473695898955,0.04444191880616045,0.4602474611759638,0.21225227445825287,0.15,1.0,0.36231884057971014,0.3146853146853147,1.0,1.0,0.25,0.32051282051282054,0.33530406225859927,0.19289667070141744,0.22490473695898955,0.04444191880616045,0,0,3,0.737097377089719,0.6246449242513367,4.47213595499958,12,0.6666666666666666,0.1798521256931608,0.1111111111111111,0.19999999999999998,0.25,0.1875,0.015625,0.4666666666666667,1.613740043014111,192,0.1875,0.12,25,0.04289563047733087,-0.34729524291864633,-0.038229302486131704,0.015542245689029925,0
32,0,33,16,3,1.0,2.0,18,3,5,4,4,3,88.41666666666666,0.0,1.0,0.5483870967741935,1.0,0.5882352941176471,1.0,0.38611109883387024,8.0,1.5,0.22490473695898955,0.04613850953818,0.4602474611759638,0.22088253403573702,0.15,1.0,0.36231884057971014,0.2318181818181818,1.0,1.0,0.25,0.2091503267973856,0.33530406225859927,0.1968420575794327,0.22490473695898955,0.04613850953818,0,0,4,0.819038870154934,0.7532358421033382,5.0,13,0.7222222222222222,0.2951960139136975,0.12903225806451613,0.2285714285714286,0.25,0.23529411764705882,0.014705882352941176,0.9,2.7110197222973085,272,0.25,0.13793103448275862,32,0.050513777473767736,-0.36805596927919243,-0.03413104668488735,0.016909726651384894,0
33,1,2,8,6,2.0,2.0,12,10,5,5,4,4,7.75,2.25,0.9,0.7142857142857143,0.9444444444444444,0.8,0.9692407329910603,0.856627538047369,4.0,3.0,0.18159708807555924,0.13060383617745283,0.40838568701849387,0.3627419198162198,0.42857142857142855,0.6666666666666667,0.5757575757575758,0.5625,1.0,1.0,0.4666666666666667,0.38181818181818183,0.29721509744451713,0.26095053551063807,0.18159708807555924,0.13060383617745283,1,4,6,0.8970852271450606,0.8239611915701525,1.7320508075688772,3,0.16666666666666666,0.6288743149761926,0.4,0.5714285714285715,0.4444444444444444,0.4,0.044444444444444446,0.6791666666666667,2.261466841777582,90,0.4,0.46153846153846156,5,0.05537280714536565,0.15536983464890383,0.02111658742887159,0.04045500338258561,1
34,1,3,8,6,2.0,1.0,12,10,5,5,4,4,7.75,2.25,0.9,1.0,0.9444444444444444,1.0,0.9692407329910605,1.0,4.0,3.0,0.18159708807555924,0.18433699645765958,0.40838568701849387,0.4189724793956577,0.42857142857142855,0.6666666666666667,0.5757575757575758,0.8095238095238095,1.0,1.0,0.4666666666666667,0.7619047619047619,0.29721509744451713,0.2915043983829306,0.18159708807555924,0.18433699645765958,1,4,6,0.9091372900969896,0.850394946643516,1.7320508075688772,3,0.16666666666666666,0.6727692702540851,0.5454545454545454,0.7058823529411764,0.6666666666666666,0.4444444444444444,0.07407407407407407,0.6125,2.1376506971295863,54,0.6666666666666666,0.6666666666666666,5,0.04624229808369653,0.2639806964571815,0.048597424415220414,0.05183371815146987,1
35,1,4,8,3,2.0,1.0,12,2,5,3,4,2,7.75,0.5,0.9,1.0,0.9444444444444444,1.0,0.9692407329910602,1.0,4.0,1.5,0.18159708807555924,0.2952127659574468,0.40838568701849387,0.5212466883221976,0.42857142857142855,0.6666666666666666,0.5757575757575758,0.75,1.0,1.0,0.4666666666666667,0.8333333333333334,0.29721509744451713,0.37759049461177124,0.18159708807555924,0.2952127659574468,0,0,1,0.545544725589981,0.4228188071823364,3.1622776601683795,8,0.4444444444444444,0.2119026864252318,0.07692307692307693,0.14285714285714288,0.3333333333333333,0.1111111111111111,0.037037037037037035,0.0625,0.36067376022224085,27,0.1111111111111111,0.09090909090909091,5,0.01948474909881022,-0.023975786013190035,-0.006579130408332787,0.019517450950153545,0
36,1,5,8,3,2.0,2.0,12,2,5,3,4,2,7.75,0.5,0.9,0.8,0.9444444444444444,0.875,0.9692407329910604,0.840665321802489,4.0,1.5,0.18159708807555924,0.2124087591240876,0.40838568701849387,0.4552508876165909,0.42857142857142855,0.6666666666666666,0.5757575757575758,0.6428571428571429,1.0,1.0,0.4666666666666667,0.7,0.29721509744451713,0.3163178307751453,0.18159708807555924,0.2124087591240876,0,0,1,0.8081220356417685,0.758656831246979,2.23606797749979,5,0.2777777777777778,0.3628643749489671,0.07142857142857142,0.13333333333333333,0.25,0.1111111111111111,0.027777777777777776,0.0625,0.36067376022224085,36,0.1111111111111111,0.08333333333333333,7,0.020296508172691647,-0.04346666318196428,-0.011481091192646576,0.018016108569372528,0
